date,city_zone,traffic_density,car_count,bus_count,truck_count,bike_count,temperature,humidity,wind_speed,pm25,no2,co
2025-07-25,North,219,259,44,36,68,32.081200707241145,38.22658234373994,1.634506914935565,22.836731527768144,74.07794472230115,4.698161881563524
2025-07-26,West,296,65,18,66,42,27.429369100210682,62.1186078871555,9.166012830573129,198.10689299467182,39.24358136072292,4.223778439429495
2025-07-27,West,75,54,36,40,75,30.446181005030347,42.91211232103425,9.693925742600939,275.72034532134626,61.61900392107133,3.6374422185933657
2025-07-28,South,404,272,42,15,184,36.72262461196796,30.727246478633596,3.315490803265515,191.52057113654936,61.773855838204724,3.714469860807489
2025-07-29,North,355,101,37,49,142,29.265243665970743,44.472087455972485,18.913962940005646,264.6356061705766,17.329702826246134,2.5777226471590358
2025-07-30,East,458,275,27,21,46,15.75967649242092,88.55242529460322,16.99950742961324,222.71245553050628,117.45946799250856,4.644475344934591
2025-07-31,East,457,216,19,62,133,38.273717387674445,78.09222671297937,13.380446746582166,53.75635659303327,68.31062046654306,3.6256794226397844
2025-08-01,North,62,29,37,80,127,32.23816877578903,87.574598659262,9.245911220012143,272.6869260400357,125.10518415429927,3.780414777451174
2025-08-02,East,365,261,29,19,117,31.912834644431165,59.27124263558174,8.235310831690171,38.604276419616966,129.04872015678535,4.377609067043053
2025-08-03,East,440,270,21,54,138,20.39187880994293,36.584171920650206,13.019469343019082,169.51089231337386,39.67916765781213,1.7333221520398596
2025-08-04,North,362,24,37,26,192,31.47213675581643,62.87756933842158,10.908637388138109,59.79839466216815,102.029487503818,4.131819067400164
2025-08-05,West,85,138,6,35,99,24.846610141353963,57.26264007359765,1.2454621176377123,23.277851004653137,76.11945258281744,1.3785827133042141
2025-08-06,North,222,84,18,94,187,31.280824426037302,80.66142496437695,10.250052975406634,138.1695928357389,133.2219433090079,2.0540387851019952
2025-08-07,West,69,165,44,71,103,17.664825757699766,35.88495484705467,16.12807234465679,102.61139814316375,40.203695084703575,2.0102470442142923
2025-08-08,East,370,243,44,55,92,31.4461326150759,59.29446822130669,9.18479755193916,156.08013826332885,104.8938480434062,4.903364607751133
2025-08-09,East,313,258,43,73,185,39.985343144266665,39.00291988163906,1.0391315510853683,181.61596828567423,95.08529711538117,4.354417506865671
2025-08-10,East,449,196,10,11,89,16.2053009715139,49.480555613403595,15.725563987680662,32.24694024650526,51.34220686005659,3.655264377156169
2025-08-11,South,191,286,10,63,108,39.429354605532936,74.24142464326798,4.027275642719488,54.44092263464878,29.124126511164164,3.7717554272692557
2025-08-12,West,420,82,7,74,66,25.172699018071768,58.56108776212599,5.1724166977607755,176.4198710061191,101.22956646681872,3.02932757481157
2025-08-13,South,192,236,11,60,51,36.76883625843148,52.553297108746165,3.294127068645918,116.08685888834431,113.40364413852629,4.761908001988336
2025-08-14,South,141,196,12,62,177,34.559637101456836,53.66857671420212,6.60430129742995,224.16857651384544,54.187828126869,2.733164387970627
2025-08-15,North,403,117,46,45,125,29.175406524666695,57.5668061043592,15.1350301137727,202.6416616057431,100.27656456312393,2.2123296944145254
2025-08-16,South,371,124,19,35,97,33.46123023128317,77.10099263022342,10.387717190078746,256.7692216371739,65.31832706561046,1.2336590161921595
2025-08-17,North,337,118,33,38,46,36.962889032533695,83.52508133641406,4.097625483014252,213.8979914673831,109.84896365956648,4.0379254351747615
2025-08-18,North,264,25,37,30,41,25.103508041275823,87.3200811902357,17.556601563040818,140.3807016692415,37.890138485167434,3.8049976943401616
2025-08-19,South,496,216,34,20,179,23.175829039080966,77.2142031753177,17.591637099030585,208.43065427044107,134.6301003690644,2.229597673358607
2025-08-20,West,391,152,43,49,174,31.689834639089618,48.924413744880766,17.41156850092014,97.10672879151718,50.237343505181165,0.6133703628165321
2025-08-21,West,100,278,31,20,167,35.19614854853147,71.28808236519254,4.775924227630785,105.76777965789955,61.4900382858614,4.275487974731048
2025-08-22,West,202,42,40,45,147,34.057128369415395,56.25618744332351,9.024786883619761,240.91584477782214,18.13287329124897,0.5513809255433313
2025-08-23,West,235,72,33,68,51,34.94534122146587,45.28023732276307,19.699793122817503,144.997464592443,25.611709724978695,3.6666490083307295
2025-08-24,West,112,184,42,48,149,25.889582870323324,80.45229476555537,15.440249526199807,243.5464953451387,82.22066637972594,4.866156993767257
2025-08-25,South,239,221,37,63,79,35.445855404375536,32.3055809377395,0.5433484245111964,250.27826462711795,47.46297474191601,2.4694759766669154
2025-08-26,South,174,102,41,64,43,18.00522638426521,84.1057195281254,1.304091825209841,260.1174545451595,126.96723160390721,1.5573803224817875
2025-08-27,East,199,164,31,33,58,28.61222744902124,57.68864787748405,9.278627536246656,276.65786603553806,12.057074411693538,3.671919545195218
2025-08-28,West,363,104,37,31,193,15.143966512453039,68.23208860849682,18.184404117231203,140.67586174372295,63.073166814071065,4.177076639070133
2025-08-29,South,107,97,8,78,154,23.114645747506756,69.56123533234697,10.774035959054284,109.28270912991887,57.22837654767297,2.958936422350313
2025-08-30,East,391,20,26,65,36,24.161538371784946,83.70706444239218,9.956250160685805,183.01564904635188,12.705868328464145,4.851658738652658
2025-08-31,West,354,70,6,42,58,24.904317290231383,68.20018093003245,2.1094739991326117,123.92827856253572,27.41157586007143,0.732509247460825
2025-09-01,North,229,192,14,45,168,32.38668016724655,66.8360150856037,13.135602094485881,188.30076670406524,67.90997448860894,2.7715801923703767
2025-09-02,East,219,224,9,29,62,24.713952531758643,33.999122433641396,16.44206321200451,217.5640415402709,79.00104182264253,3.7330427629514755
2025-09-03,South,375,279,14,92,163,26.217340565563266,61.104481316712246,7.608400150151247,212.75340517779833,66.60056461568168,4.381882120171305
2025-09-04,North,320,53,37,90,140,20.938603271858184,39.010140049022496,15.51223701850655,124.87480836563398,84.33127497769314,1.3066502535850553
2025-09-05,North,103,114,42,71,108,24.3312947907335,74.24602612328914,19.289533078016234,66.72085647565079,93.31843448679541,4.1000156679365665
2025-09-06,North,493,91,17,82,189,20.681740681578788,60.73331524876047,4.075329182553782,140.5482147694181,11.389334957896988,2.9871818407334536
2025-09-07,East,150,58,35,35,87,16.829898094211092,70.8136667525012,10.466592623894826,59.926360342934444,74.97332232349055,2.2844915689548344
2025-09-08,South,313,173,40,75,55,30.086214834534445,32.50037403614306,5.742759161691511,269.22716985146633,144.88989372426235,1.092717628605921
2025-09-09,North,102,269,49,82,58,31.705319963875407,35.087520962748194,15.857088380676787,116.84568900660008,82.66451921813682,4.393830915090106
2025-09-10,West,109,181,28,82,33,30.487258650240364,72.97940328376094,11.55186731762315,63.248729222530656,104.85591744425345,1.207729436808719
2025-09-11,North,157,137,19,49,128,26.58735109501431,34.325060159920405,12.691648351006075,27.125372773610245,53.66094010836365,1.8940453664409467
2025-09-12,North,54,278,33,26,170,24.494644504480746,34.27540366591552,15.958283192317882,200.83026816021558,118.35879294138675,1.805204893830966
2025-09-13,East,152,287,12,10,68,36.583341239295635,30.726508514093247,7.919409453249098,198.3326488873281,118.20900746265612,4.421363153858844
2025-09-14,East,245,73,9,98,44,27.97704462840545,87.39008389796881,18.301801368140865,115.36916664276167,82.98144667157945,3.527163473940041
2025-09-15,South,311,255,33,70,148,26.979546940743276,74.25050156754043,10.6605773449228,40.07932887734228,146.6419352590899,4.085066287361176
2025-09-16,West,414,241,8,52,58,15.641051645160893,51.19508451012385,3.15909645670696,134.69609057066498,27.577030066771474,1.6271055445662455
2025-09-17,East,421,270,16,51,186,23.53119569065391,47.792134877259315,13.91798236337605,107.1408986177502,12.37267308454134,3.3119334482314953
2025-09-18,North,399,131,49,34,104,24.504890469646426,50.982193784750976,15.865227008765089,209.59377912580263,117.82214964599343,3.072856924146869
2025-09-19,South,96,274,6,48,145,24.97056952242251,76.47921187087091,6.335233541350533,189.6181898467533,123.00177523108356,4.2477366955472196
2025-09-20,North,404,226,31,44,61,29.504309230683305,69.68223666422486,17.14358513997506,122.0862438953112,26.829012076880673,4.577391772165672
2025-09-21,North,360,248,35,12,159,28.34006366817196,41.11173407204808,18.122865095315326,81.00991519139723,47.18159661420485,0.5547054716482407
2025-09-22,East,473,85,40,53,113,30.197627319836116,40.44656012004506,5.538089747556178,296.6500705235657,12.457330871328047,3.533089635764567
2025-09-23,South,357,94,40,60,51,34.1220815385532,35.90373898280384,19.67042945430444,147.12045393491218,51.06320550927906,0.7332610960387806
2025-09-24,West,193,122,30,21,56,35.324643467902334,69.61816318208028,2.8142305609751683,212.71678601846637,118.23986234861401,2.9698639928481017
2025-09-25,West,318,211,47,28,110,32.95307690566236,75.86235973330416,4.0403133680498,59.354830921941016,82.51447387976106,1.794347280696552
2025-09-26,East,419,271,31,53,155,38.88809239887337,45.90278569950024,3.6844967847605226,155.96511590463138,58.73338304356033,1.8804946978496355
2025-09-27,East,173,245,9,68,121,15.45581456690904,31.25669766185477,17.87979420015741,27.710281563450337,62.04350128688624,2.0883132655356045
2025-09-28,South,155,117,24,58,50,19.894449642088652,34.93030004858564,13.085851046499236,161.52743301492598,10.189507600165541,3.2958160207232456
2025-09-29,West,207,268,15,70,76,15.189071874453553,88.07160209070183,3.0420856644454575,289.92487399295663,51.972073859133026,2.0032248455094614
2025-09-30,West,196,185,14,26,130,31.186867853865074,47.72668664864521,8.80646836736698,127.57787963602406,100.50422382931026,3.797145727656262
2025-10-01,West,194,49,44,83,113,37.450763723749674,76.15338887028801,12.30596050139604,30.918883520975243,146.38722213429,2.3203732350824136
2025-10-02,North,169,266,42,66,35,21.087057414407482,67.47981413125584,1.6692816997876658,28.66762145741619,128.58851577774593,0.8075894013948137
2025-10-03,West,368,125,10,64,176,38.175863619907666,52.91637837917375,17.648327368146774,128.63629278512346,13.303295050374079,4.026919291178483
2025-10-04,North,324,70,12,56,160,16.50668475723902,42.341235731733306,16.072070708830704,64.80698220969433,135.7984846544775,1.785912460667177
2025-10-05,South,141,100,27,21,30,38.36090067013786,37.283185089564384,10.104135471532764,26.538586971892055,119.64777786180763,2.447450958196682
2025-10-06,North,107,152,30,71,87,23.790567180990863,66.900778082332,19.342532305183408,231.7398119060495,119.25265729993725,3.5844974744985567
2025-10-07,South,488,157,47,89,153,17.53552071123041,76.47802683826728,8.355219585501994,148.38644248692938,74.1194062605,1.996052707169204
2025-10-08,West,395,203,16,97,195,27.146793979658142,68.63425521246785,19.682206380729955,100.98853615234327,65.7207410136304,0.7546354526602204
2025-10-09,West,278,292,30,92,44,21.4194141930127,61.8181279949495,13.35839997607254,272.0232912446146,52.40820203664697,2.182644711557661
2025-10-10,South,166,88,17,17,191,22.12182254904807,32.517073405898174,12.693425465078828,52.51890885614717,19.197280253611208,4.750018622124365
2025-10-11,East,367,53,44,30,192,22.682249123157163,88.10932665566303,3.3190979059157,287.6572721074894,41.95295088911787,3.387804787843512
2025-10-12,South,328,281,22,90,93,35.075647445816585,77.92285149927447,17.63855516609288,107.91068086565879,44.52450889692345,3.5216561690024313
2025-10-13,East,176,72,29,96,54,28.47903191688136,47.56932220205788,8.549793758412303,268.75302824643074,77.77078975942823,3.345269691369379
2025-10-14,North,442,224,37,89,53,22.782692478900092,88.79821976153104,3.244668115649587,188.82400541424923,114.64221692353716,1.3954646253174656
2025-10-15,North,445,145,44,79,41,30.25834458277296,66.11289537817933,0.2521503995151808,251.47806072761648,76.33337597571253,2.3825023884602605
2025-10-16,North,178,254,47,81,47,32.90376685557984,64.94535949243479,11.19511367276765,295.52368569893,18.098222922602485,3.879229092634932
2025-10-17,West,107,62,16,34,44,21.815600018338344,74.88439076577193,10.547992442453527,100.7535225892488,144.09057213834853,0.9561780389892162
2025-10-18,North,171,259,48,91,56,25.33872753813379,78.70618728540825,14.387072447383172,289.117935914126,141.98140467317572,1.7503374924037052
2025-10-19,East,50,130,40,98,101,18.04715233342369,69.38871643989016,17.805161060356042,129.0549305726777,119.92653604077718,1.7434359880963413
2025-10-20,North,288,268,8,21,89,19.52873373836701,37.685744781972005,1.5881316928605904,127.94333332633825,148.78590621899087,2.444085174175277
2025-10-21,South,339,170,9,24,174,32.02794634912457,50.296050359669906,14.629929806807247,115.3083891912616,86.22752659203681,4.9116593342398325
2025-10-22,South,145,202,41,68,122,19.535958692390672,85.685018419563,3.7482388819516443,171.59413005732387,144.78756903544885,0.8037614600771987
2025-10-23,West,175,114,12,35,82,28.129084591676502,43.476936710631115,17.163541063143278,63.16061208997639,20.58470568634511,2.8341544747126775
2025-10-24,South,167,27,46,35,37,32.72615654306082,52.330021430250795,16.38127027723312,175.03921590024314,61.19530475659198,1.307141069054947
2025-10-25,East,97,203,32,56,108,17.671923077368596,55.92461297665176,10.815875099710887,171.6773474748011,41.553377520947215,4.868044454343849
2025-10-26,North,138,214,35,41,56,29.182805490722586,56.36429938166713,14.20485597246623,233.3325075293636,37.41663177879781,1.009865771273589
2025-10-27,West,286,214,13,19,79,21.414069592534094,66.77637494967152,6.287002263674967,253.42198934252394,29.71241284497465,2.3162045106271605
